date,time,open,high,low,close,volume
"Sun-02-Jun-24,12:00:00",68260,68499,67801,68138,884240162
"Sun-02-Jun-24,16:00:00",68138,68198,67280,67740,749313984
"Sun-02-Jun-24,20:00:00",67740,68010,67570,67776,234719064
"Mon-03-Jun-24,00:00:00",67776,68825,67622,68400,818123472
"Mon-03-Jun-24,04:00:00",68400,69260,68301,68922,933385878
"Mon-03-Jun-24,08:00:00",68922,69375,68869,69112,698868890
"Mon-03-Jun-24,12:00:00",69112,70344,68556,69658,2642634998
"Mon-03-Jun-24,16:00:00",69658,69759,68821,69254,858813886
"Mon-03-Jun-24,20:00:00",69254,69548,68750,68837,536718917
"Tue-04-Jun-24,00:00:00",68837,69418,68668,69201,385004977
"Tue-04-Jun-24,04:00:00",69201,69337,68808,69061,440948912
"Tue-04-Jun-24,08:00:00",69061,69252,68605,69004,659325424
"Tue-04-Jun-24,12:00:00",69004,70545,68882,70486,2099652230
"Tue-04-Jun-24,16:00:00",70486,71110,70101,70448,1692791814
"Tue-04-Jun-24,20:00:00",70448,70755,70185,70559,459461745
"Wed-05-Jun-24,00:00:00",70559,71382,70450,70986,850517759
"Wed-05-Jun-24,04:00:00",70986,71420,70874,71250,756497538
"Wed-05-Jun-24,08:00:00",71250,71300,70734,71005,603487745
"Wed-05-Jun-24,12:00:00",71005,71810,70406,71617,1694533713
"Wed-05-Jun-24,16:00:00",71617,71820,70888,71300,1260602751
"Wed-05-Jun-24,20:00:00",71300,71378,70708,71141,467086459
"Thu-06-Jun-24,00:00:00",71141,71274,70909,71079,266707671
"Thu-06-Jun-24,04:00:00",71079,71138,70821,71066,392640409
"Thu-06-Jun-24,08:00:00",71066,71245,70901,71221,448426305
"Thu-06-Jun-24,12:00:00",71221,71700,71040,71336,1428621924
"Thu-06-Jun-24,16:00:00",71336,71421,70468,70508,1229334116
"Thu-06-Jun-24,20:00:00",70508,71030,70144,70836,979214776
"Fri-07-Jun-24,00:00:00",70836,71050,70661,71021,369551227
"Fri-07-Jun-24,04:00:00",71021,71479,71021,71153,693590954
"Fri-07-Jun-24,08:00:00",71153,71775,71081,71770,620026625
"Fri-07-Jun-24,12:00:00",71770,72169,70668,71147,2928575473
"Fri-07-Jun-24,16:00:00",71147,71244,68337,69316,4132148444
"Fri-07-Jun-24,20:00:00",69316,69599,69028,69390,546833850
"Sat-08-Jun-24,00:00:00",69390,69580,69333,69481,233566649
"Sat-08-Jun-24,04:00:00",69481,69610,69265,69609,337955456
"Sat-08-Jun-24,08:00:00",69609,69610,69345,69392,275234203
"Sat-08-Jun-24,12:00:00",69392,69530,69204,69453,350845891
"Sat-08-Jun-24,16:00:00",69453,69527,69334,69482,174535360
"Sat-08-Jun-24,20:00:00",69482,69504,69298,69326,130209424
"Sun-09-Jun-24,00:00:00",69326,69365,69157,69290,178930442
"Sun-09-Jun-24,04:00:00",69290,69459,69257,69320,178629590
"Sun-09-Jun-24,08:00:00",69320,69420,69300,69385,95730855
"Sun-09-Jun-24,12:00:00",69385,69792,69240,69515,797511060
"Sun-09-Jun-24,16:00:00",69515,69865,69497,69704,313164886
